2000,53161.98225
2001,55288.46154
2002,57500
2003,60000
2004,62000
2005,64000
2006,67000
2007,71000
2008,75000
2009,78000
2010,80000
2011,82500
2012,85000
2013,88500
2014,92000
2015,96000
2016,103000
2017,106090
2018,109272.7
2019,112550.881
2020,115927.4074
